"GEO_ID","NAME","B08141_001E","B08141_001M","B08141_002E","B08141_002M","B08141_003E","B08141_003M","B08141_004E","B08141_004M","B08141_005E","B08141_005M","B08141_006E","B08141_006M","B08141_007E","B08141_007M","B08141_008E","B08141_008M","B08141_009E","B08141_009M","B08141_010E","B08141_010M","B08141_011E","B08141_011M","B08141_012E","B08141_012M","B08141_013E","B08141_013M","B08141_014E","B08141_014M","B08141_015E","B08141_015M","B08141_016E","B08141_016M","B08141_017E","B08141_017M","B08141_018E","B08141_018M","B08141_019E","B08141_019M","B08141_020E","B08141_020M","B08141_021E","B08141_021M","B08141_022E","B08141_022M","B08141_023E","B08141_023M","B08141_024E","B08141_024M","B08141_025E","B08141_025M","B08141_026E","B08141_026M","B08141_027E","B08141_027M","B08141_028E","B08141_028M","B08141_029E","B08141_029M","B08141_030E","B08141_030M","B08141_031E","B08141_031M","B08141_032E","B08141_032M","B08141_033E","B08141_033M","B08141_034E","B08141_034M","B08141_035E","B08141_035M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 or more vehicles available","Margin of Error!!Total:!!3 or more vehicles available","Estimate!!Total:!!Car, truck, or van - drove alone:","Margin of Error!!Total:!!Car, truck, or van - drove alone:","Estimate!!Total:!!Car, truck, or van - drove alone:!!No vehicle available","Margin of Error!!Total:!!Car, truck, or van - drove alone:!!No vehicle available","Estimate!!Total:!!Car, truck, or van - drove alone:!!1 vehicle available","Margin of Error!!Total:!!Car, truck, or van - drove alone:!!1 vehicle available","Estimate!!Total:!!Car, truck, or van - drove alone:!!2 vehicles available","Margin of Error!!Total:!!Car, truck, or van - drove alone:!!2 vehicles available","Estimate!!Total:!!Car, truck, or van - drove alone:!!3 or more vehicles available","Margin of Error!!Total:!!Car, truck, or van - drove alone:!!3 or more vehicles available","Estimate!!Total:!!Car, truck, or van - carpooled:","Margin of Error!!Total:!!Car, truck, or van - carpooled:","Estimate!!Total:!!Car, truck, or van - carpooled:!!No vehicle available","Margin of Error!!Total:!!Car, truck, or van - carpooled:!!No vehicle available","Estimate!!Total:!!Car, truck, or van - carpooled:!!1 vehicle available","Margin of Error!!Total:!!Car, truck, or van - carpooled:!!1 vehicle available","Estimate!!Total:!!Car, truck, or van - carpooled:!!2 vehicles available","Margin of Error!!Total:!!Car, truck, or van - carpooled:!!2 vehicles available","Estimate!!Total:!!Car, truck, or van - carpooled:!!3 or more vehicles available","Margin of Error!!Total:!!Car, truck, or van - carpooled:!!3 or more vehicles available","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!No vehicle available","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!No vehicle available","Estimate!!Total:!!Public transportation (excluding taxicab):!!1 vehicle available","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!1 vehicle available","Estimate!!Total:!!Public transportation (excluding taxicab):!!2 vehicles available","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!2 vehicles available","Estimate!!Total:!!Public transportation (excluding taxicab):!!3 or more vehicles available","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!3 or more vehicles available","Estimate!!Total:!!Walked:","Margin of Error!!Total:!!Walked:","Estimate!!Total:!!Walked:!!No vehicle available","Margin of Error!!Total:!!Walked:!!No vehicle available","Estimate!!Total:!!Walked:!!1 vehicle available","Margin of Error!!Total:!!Walked:!!1 vehicle available","Estimate!!Total:!!Walked:!!2 vehicles available","Margin of Error!!Total:!!Walked:!!2 vehicles available","Estimate!!Total:!!Walked:!!3 or more vehicles available","Margin of Error!!Total:!!Walked:!!3 or more vehicles available","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:","Margin of Error!!Total:!!Taxicab, motorcycle, bicycle, or other means:","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!No vehicle available","Margin of Error!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!No vehicle available","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!1 vehicle available","Margin of Error!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!1 vehicle available","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!2 vehicles available","Margin of Error!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!2 vehicles available","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!3 or more vehicles available","Margin of Error!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!3 or more vehicles available","Estimate!!Total:!!Worked from home:","Margin of Error!!Total:!!Worked from home:","Estimate!!Total:!!Worked from home:!!No vehicle available","Margin of Error!!Total:!!Worked from home:!!No vehicle available","Estimate!!Total:!!Worked from home:!!1 vehicle available","Margin of Error!!Total:!!Worked from home:!!1 vehicle available","Estimate!!Total:!!Worked from home:!!2 vehicles available","Margin of Error!!Total:!!Worked from home:!!2 vehicles available","Estimate!!Total:!!Worked from home:!!3 or more vehicles available","Margin of Error!!Total:!!Worked from home:!!3 or more vehicles available",
"1400000US39049003200","Census Tract 32; Franklin County; Ohio","2203","336","28","31","819","201","1291","331","65","57","1441","268","12","19","538","177","849","252","42","42","68","43","0","13","37","33","31","34","0","13","31","34","16","25","15","23","0","13","0","13","101","53","0","13","29","25","63","44","9","15","27","31","0","13","17","26","10","17","0","13","535","215","0","13","183","87","338","200","14","21",
"1400000US39049003600","Census Tract 36; Franklin County; Ohio","1137","208","55","60","392","161","505","194","185","110","680","193","11","16","241","128","360","187","68","57","63","59","0","13","55","58","8","12","0","13","31","33","0","13","18","29","0","13","13","21","47","58","34","56","13","14","0","13","0","13","6","9","0","13","6","9","0","13","0","13","310","128","10","15","59","56","137","91","104","73",
"1400000US39049003700","Census Tract 37; Franklin County; Ohio","1830","257","0","13","547","188","980","316","303","140","1091","201","0","13","395","151","526","182","170","86","98","68","0","13","36","33","56","56","6","11","68","51","0","13","27","31","41","47","0","13","25","31","0","13","0","13","16","29","9","13","22","26","0","13","22","26","0","13","0","13","526","184","0","13","67","55","341","175","118","124",
"1400000US39049003800","Census Tract 38; Franklin County; Ohio","1488","351","38","37","646","214","698","300","106","87","949","295","0","13","368","125","506","291","75","74","69","48","0","13","44","40","25","26","0","13","60","56","0","13","33","40","27","42","0","13","33","33","16","24","0","13","3","13","14","21","16","20","11","18","0","13","5","9","0","13","361","215","11","18","201","177","132","110","17","27",
"1400000US39049004001","Census Tract 40.01; Franklin County; Ohio","1125","246","34","43","793","247","248","119","50","72","654","196","24","40","440","174","164","99","26","38","21","33","0","13","0","13","21","33","0","13","19","31","0","13","19","31","0","13","0","13","298","190","10","15","264","185","0","13","24","35","33","39","0","13","33","39","0","13","0","13","100","62","0","13","37","40","63","53","0","13",
"1400000US39049004002","Census Tract 40.02; Franklin County; Ohio","1988","360","334","166","1093","273","517","237","44","70","1025","277","19","30","660","230","302","145","44","70","132","202","0","13","132","202","0","13","0","13","93","65","59","51","34","42","0","13","0","13","353","167","134","114","164","78","55","83","0","13","0","13","0","13","0","13","0","13","0","13","385","127","122","108","103","60","160","97","0","13",
"1400000US39049004200","Census Tract 42; Franklin County; Ohio","444","112","0","13","324","105","104","63","16","26","285","83","0","13","206","72","63","41","16","26","31","25","0","13","31","25","0","13","0","13","0","13","0","13","0","13","0","13","0","13","14","17","0","13","14","17","0","13","0","13","1","3","0","13","0","13","1","3","0","13","113","54","0","13","73","48","40","33","0","13",
"1400000US39049004301","Census Tract 43.01; Franklin County; Ohio","2085","276","38","43","815","219","1159","296","73","83","1498","228","0","13","588","212","837","206","73","83","94","133","0","13","94","133","0","13","0","13","19","31","0","13","0","13","19","31","0","13","14","23","0","13","14","23","0","13","0","13","16","26","0","13","16","26","0","13","0","13","444","154","38","43","103","93","303","137","0","13",
"1400000US39049004302","Census Tract 43.02; Franklin County; Ohio","907","412","0","13","209","203","432","213","266","211","431","225","0","13","85","127","233","148","113","75","251","247","0","13","10","102","88","107","153","195","46","69","0","13","46","69","0","13","0","13","9","16","0","13","9","16","0","13","0","13","0","13","0","13","0","13","0","13","0","13","170","90","0","13","59","62","111","84","0","13",
"1400000US39049004500","Census Tract 45; Franklin County; Ohio","2161","514","115","99","376","155","749","401","921","440","1516","455","37","57","178","100","654","395","647","366","279","189","0","13","46","71","40","41","193","158","60","60","37","51","23","26","0","13","0","13","68","76","41","67","0","13","0","13","27","40","66","60","0","13","39","45","0","13","27","40","172","99","0","13","90","77","55","47","27","34",
"1400000US39049004610","Census Tract 46.10; Franklin County; Ohio","2048","423","12","18","509","321","1272","317","255","137","1164","222","0","13","110","54","880","228","174","104","187","101","0","13","10","16","153","94","24","37","209","299","0","13","202","299","7","11","0","13","30","41","0","13","30","41","0","13","0","13","12","18","12","18","0","13","0","13","0","13","446","181","0","13","157","80","232","134","57","50",
"1400000US39049004620","Census Tract 46.20; Franklin County; Ohio","1081","278","40","36","367","214","340","151","334","184","837","283","25","29","247","198","280","141","285","166","51","42","0","13","23","30","5","7","23","29","29","27","5","8","13","21","6","9","5","8","32","29","0","13","26","27","6","11","0","13","26","34","0","13","5","8","0","13","21","33","106","60","10","17","53","50","43","33","0","13",
"1400000US39049004700","Census Tract 47; Franklin County; Ohio","2548","497","128","93","472","225","1382","474","566","349","1860","468","14","21","375","203","1087","406","384","270","346","255","0","18","67","63","203","229","76","123","86","84","86","84","0","18","0","18","0","18","14","22","14","22","0","18","0","18","0","18","14","20","14","20","0","18","0","18","0","18","228","138","0","18","30","44","92","94","106","92",
"1400000US39049004810","Census Tract 48.10; Franklin County; Ohio","1412","474","112","107","228","185","881","457","191","111","1202","469","86","102","176","126","797","446","143","100","30","29","0","13","0","13","12","19","18","22","100","83","26","41","52","69","22","31","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","80","72","0","13","0","13","50","47","30","50",
"1400000US39049004820","Census Tract 48.20; Franklin County; Ohio","1167","221","56","48","462","146","480","155","169","126","703","185","0","13","203","91","340","117","160","123","170","95","0","13","72","73","89","61","9","13","95","56","16","23","51","50","28","25","0","13","10","16","10","16","0","13","0","13","0","13","30","43","30","43","0","13","0","13","0","13","159","123","0","13","136","123","23","38","0","13",
"1400000US39049004900","Census Tract 49; Franklin County; Ohio","2263","489","315","328","571","247","1040","327","337","247","1510","315","0","18","476","223","800","243","234","167","261","166","0","18","88","125","83","78","90","113","182","145","178","147","0","18","4","27","0","18","144","204","137","200","7","23","0","18","0","18","130","128","0","18","0","18","130","128","0","18","36","49","0","18","0","18","23","44","13","22",
"1400000US39049005001","Census Tract 50.01; Franklin County; Ohio","642","189","20","23","272","147","342","142","8","12","432","151","0","13","159","108","265","120","8","12","30","33","0","13","30","33","0","13","0","13","20","23","20","23","0","13","0","13","0","13","15","24","0","13","15","24","0","13","0","13","0","13","0","13","0","13","0","13","0","13","145","101","0","13","68","90","77","49","0","13",
"1400000US39049005002","Census Tract 50.02; Franklin County; Ohio","1192","351","296","296","379","127","379","180","138","137","792","206","44","64","313","130","297","156","138","137","23","29","23","29","0","13","0","13","0","13","63","57","57","56","6","11","0","13","0","13","98","125","77","121","21","33","0","13","0","13","108","151","95","150","13","22","0","13","0","13","108","65","0","13","26","40","82","59","0","13",
"1400000US39049005100","Census Tract 51; Franklin County; Ohio","414","131","54","43","144","54","118","82","98","100","248","88","33","37","94","50","90","65","31","55","57","37","0","13","29","27","28","31","0","13","82","92","21","20","10","16","0","13","51","83","8","23","0","13","0","13","0","13","8","23","0","13","0","13","0","13","0","13","0","13","19","19","0","13","11","13","0","13","8","13",
"1400000US39049005200","Census Tract 52; Franklin County; Ohio","2379","412","77","70","699","158","1543","386","60","56","1489","397","18","19","355","125","1089","374","27","33","23","26","0","13","16","23","7","12","0","13","9","13","0","13","0","13","9","13","0","13","300","110","47","62","117","65","129","76","7","10","11","17","0","13","11","17","0","13","0","13","547","151","12","17","200","89","309","114","26","43",
"1400000US39049005300","Census Tract 53; Franklin County; Ohio","1707","307","173","128","487","153","740","274","307","240","1008","276","48","74","330","132","387","164","243","223","192","130","0","13","52","43","140","124","0","13","146","101","40","35","11","18","95","97","0","13","38","46","0","13","38","46","0","13","0","13","30","49","30","49","0","13","0","13","0","13","293","103","55","80","56","43","118","69","64","54",
"1400000US39049005410","Census Tract 54.10; Franklin County; Ohio","695","163","119","115","317","98","211","100","48","35","416","102","0","13","222","81","146","69","48","35","20","30","20","30","0","13","0","13","0","13","46","34","17","18","24","29","5","7","0","13","0","13","0","13","0","13","0","13","0","13","82","110","82","110","0","13","0","13","0","13","131","82","0","13","71","50","60","69","0","13",
"1400000US39049005420","Census Tract 54.20; Franklin County; Ohio","835","236","83","64","345","126","351","208","56","56","485","214","0","13","189","73","259","201","37","40","203","100","16","27","137","83","38","57","12","20","28","22","18","27","0","13","10","16","0","13","13","19","0","13","0","13","13","19","0","13","65","57","49","49","0","13","16","30","0","13","41","29","0","13","19","27","15","19","7","13",
"1400000US39049005500","Census Tract 55; Franklin County; Ohio","2271","386","149","107","675","264","998","321","449","226","1364","353","0","13","297","134","812","319","255","143","349","194","0","13","229","184","62","60","58","62","174","115","119","100","55","63","0","13","0","13","29","47","0","13","29","47","0","13","0","13","71","58","20","33","27","32","0","13","24","37","284","133","10","16","38","47","124","86","112","82",
"1400000US39049005610","Census Tract 56.10; Franklin County; Ohio","1057","184","48","39","337","99","469","128","203","140","671","138","9","14","202","68","351","115","109","83","164","89","15","18","53","35","48","60","48","48","5","7","0","13","5","7","0","13","0","13","70","47","24","29","20","30","2","5","24","36","74","46","0","13","19","21","33","34","22","33","73","47","0","13","38","38","35","27","0","13",
"1400000US39049005620","Census Tract 56.20; Franklin County; Ohio","1182","249","61","52","389","142","614","196","118","100","645","195","0","13","180","76","399","164","66","59","231","150","0","13","146","128","85","103","0","13","44","49","29","44","15","26","0","13","0","13","138","103","32","32","0","13","54","66","52","80","12","19","0","13","12","19","0","13","0","13","112","45","0","13","36","28","76","37","0","13",
"1400000US39049005700","Census Tract 57; Franklin County; Ohio","3029","486","115","97","881","258","1754","576","279","157","1876","414","0","13","491","205","1171","399","214","149","24","44","0","13","0","13","24","44","0","13","82","92","66","88","16","27","0","13","0","13","159","103","0","13","128","95","0","13","31","35","32","36","0","13","18","28","14","23","0","13","856","432","49","46","228","125","545","408","34","54",
"1400000US39049005810","Census Tract 58.10; Franklin County; Ohio","2100","365","0","13","771","226","958","323","371","201","1518","338","0","13","639","224","694","273","185","85","113","71","0","13","0","13","58","45","55","56","15","21","0","13","3","7","12","20","0","13","18","26","0","13","18","26","0","13","0","13","125","125","0","13","16","26","29","46","80","114","311","102","0","13","95","52","165","88","51","43",
"1400000US39049005820","Census Tract 58.20; Franklin County; Ohio","1535","324","38","52","353","109","1054","334","90","83","870","168","0","13","225","102","585","179","60","71","103","72","0","13","28","34","51","49","24","37","87","67","38","52","0","13","49","37","0","13","13","22","0","13","0","13","13","22","0","13","73","63","0","13","42","55","25","24","6","11","389","235","0","13","58","41","331","232","0","13",
"1400000US39049005900","Census Tract 59; Franklin County; Ohio","985","212","166","86","386","153","271","159","162","133","618","196","84","77","234","133","138","87","162","133","179","124","0","13","85","61","94","108","0","13","39","50","39","50","0","13","0","13","0","13","17","19","0","13","6","12","11","16","0","13","43","36","43","36","0","13","0","13","0","13","89","45","0","13","61","39","28","23","0","13",
"1400000US39049006000","Census Tract 60; Franklin County; Ohio","1027","210","66","39","447","162","284","122","230","136","764","193","5","7","324","129","232","108","203","127","142","88","13","20","81","82","31","28","17","19","18","21","18","21","0","13","0","13","0","13","10","15","10","15","0","13","0","13","0","13","20","34","20","34","0","13","0","13","0","13","73","56","0","13","42","49","21","18","10","16",
"1400000US39049006100","Census Tract 61; Franklin County; Ohio","1126","282","95","63","388","150","465","261","178","139","806","281","35","39","242","141","405","259","124","81","125","79","4","8","78","58","43","47","0","13","19","20","11","18","3","5","5","7","0","13","25","40","25","40","0","13","0","13","0","13","31","37","20","33","0","13","11","17","0","13","120","94","0","13","65","72","1","2","54","68",
"1400000US39049006236","Census Tract 62.36; Franklin County; Ohio","3036","390","0","18","139","104","1523","361","1374","424","2385","433","0","18","123","104","1005","321","1257","424","37","45","0","18","0","18","37","45","0","18","0","18","0","18","0","18","0","18","0","18","41","53","0","18","0","18","10","17","31","49","0","18","0","18","0","18","0","18","0","18","573","194","0","18","16","30","471","182","86","66",
"1400000US39049006237","Census Tract 62.37; Franklin County; Ohio","4082","750","275","284","1335","356","2047","736","425","221","2592","348","10","17","986","351","1307","385","289","183","57","50","0","18","46","47","0","18","11","17","0","18","0","18","0","18","0","18","0","18","24","38","0","18","0","18","24","38","0","18","0","18","0","18","0","18","0","18","0","18","1409","698","265","283","303","151","716","635","125","114",
"1400000US39049006238","Census Tract 62.38; Franklin County; Ohio","1013","229","12","23","211","165","406","192","384","190","714","190","12","23","180","155","204","92","318","184","25","26","0","13","0","13","0","13","25","26","15","23","0","13","15","23","0","13","0","13","28","31","0","13","0","13","28","31","0","13","6","10","0","13","0","13","6","10","0","13","225","160","0","13","16","15","168","156","41","32",
"1400000US39049006239","Census Tract 62.39; Franklin County; Ohio","3447","440","0","18","901","329","2285","606","261","172","2525","328","0","18","647","318","1617","442","261","172","86","86","0","18","18","29","68","84","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","836","312","0","18","236","130","600","298","0","18",
"1400000US39049006240","Census Tract 62.40; Franklin County; Ohio","3638","337","39","63","1369","391","1871","522","359","243","2639","398","39","63","943","302","1323","425","334","228","218","245","0","13","204","249","14","23","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","25","40","0","13","0","13","25","40","0","13","756","294","0","13","222","139","509","270","25","38",
"1400000US39049006241","Census Tract 62.41; Franklin County; Ohio","4706","788","64","103","1220","393","1972","717","1450","649","3131","746","64","103","922","332","1307","573","838","576","597","347","0","18","70","79","219","211","308","269","0","18","0","18","0","18","0","18","0","18","21","33","0","18","0","18","21","33","0","18","34","57","0","18","0","18","0","18","34","57","923","453","0","18","228","247","425","283","270","175",
"1400000US39049006301","Census Tract 63.01; Franklin County; Ohio","1377","257","11","19","198","94","997","282","171","109","1141","218","11","19","198","94","775","233","157","106","10","33","0","13","0","13","10","33","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","25","29","0","13","0","13","25","29","0","13","201","108","0","13","0","13","187","109","14","22",
"1400000US39049006302","Census Tract 63.02; Franklin County; Ohio","2512","659","18","36","717","206","1623","683","154","85","1344","199","9","18","392","128","800","177","143","80","90","63","0","13","0","13","79","60","11","18","0","13","0","13","0","13","0","13","0","13","130","111","9","18","57","63","64","77","0","13","0","13","0","13","0","13","0","13","0","13","948","654","0","13","268","152","680","648","0","13",
"1400000US39049006310","Census Tract 63.10; Franklin County; Ohio","1965","228","0","13","264","105","1061","231","640","174","1356","156","0","13","156","77","726","152","474","144","34","28","0","13","0","13","13","17","21","23","5","10","0","13","0","13","0","13","5","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","570","146","0","13","108","86","322","116","140","72",
"1400000US39049006321","Census Tract 63.21; Franklin County; Ohio","2127","260","0","13","280","150","1222","180","625","216","1448","193","0","13","161","83","877","162","410","145","45","41","0","13","7","10","32","40","6","10","7","12","0","13","0","13","7","12","0","13","70","59","0","13","0","13","12","19","58","56","30","25","0","13","0","13","19","18","11","17","527","199","0","13","112","131","275","99","140","103",
"1400000US39049006323","Census Tract 63.23; Franklin County; Ohio","1684","256","26","28","158","80","937","241","563","167","1257","220","26","28","121","67","669","210","441","144","80","59","0","13","0","13","50","52","30","28","9","14","0","13","9","14","0","13","0","13","6","10","0","13","6","10","0","13","0","13","14","17","0","13","3","5","11","16","0","13","318","100","0","13","19","21","207","85","92","48",
"1400000US39049006330","Census Tract 63.30; Franklin County; Ohio","2477","272","29","46","409","152","1542","254","497","221","1762","263","15","24","342","135","1055","211","350","181","83","66","0","13","26","45","18","27","39","41","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","58","42","0","13","0","13","31","36","27","30","574","165","14","23","41","38","438","161","81","58",
"1400000US39049006340","Census Tract 63.40; Franklin County; Ohio","1951","360","133","179","389","207","943","183","486","232","1444","324","0","13","329","208","655","137","460","231","18","20","0","13","0","13","9","15","9","14","0","13","0","13","0","13","0","13","0","13","12","18","0","13","12","18","0","13","0","13","33","34","0","13","0","13","33","34","0","13","444","214","133","179","48","33","246","103","17","19",
"1400000US39049006351","Census Tract 63.51; Franklin County; Ohio","2339","532","18","15","458","129","1502","562","361","167","1852","515","7","12","370","117","1226","537","249","118","79","53","11","16","24","28","40","39","4","6","72","76","0","13","0","13","72","76","0","13","7","11","0","13","0","13","7","11","0","13","36","41","0","13","0","13","28","41","8","13","293","129","0","13","64","48","129","67","100","89",
"1400000US39049006352","Census Tract 63.52; Franklin County; Ohio","2670","373","147","137","984","268","1482","373","57","65","1958","317","51","48","646","197","1210","345","51","61","178","90","0","13","102","76","76","62","0","13","143","132","84","121","34","50","25","28","0","13","63","53","12","19","7","10","38","41","6","11","0","13","0","13","0","13","0","13","0","13","328","176","0","13","195","140","133","100","0","13",
"1400000US39049006353","Census Tract 63.53; Franklin County; Ohio","3149","637","287","208","915","314","1255","384","692","436","2449","596","211","194","851","309","920","389","467","375","201","141","0","18","0","18","136","114","65","100","37","42","37","42","0","18","0","18","0","18","39","65","39","65","0","18","0","18","0","18","14","24","0","18","0","18","0","18","14","24","409","159","0","18","64","54","199","126","146","94",
"1400000US39049006372","Census Tract 63.72; Franklin County; Ohio","3688","426","16","25","1221","300","1923","499","528","275","2080","368","16","25","597","188","1132","335","335","216","441","187","0","18","187","120","236","164","18","33","39","48","0","18","0","18","20","33","19","35","18","28","0","18","18","28","0","18","0","18","84","84","0","18","73","82","11","21","0","18","1026","347","0","18","346","184","524","253","156","168",
"1400000US39049006384","Census Tract 63.84; Franklin County; Ohio","3605","355","171","151","535","147","1763","379","1136","390","2662","394","113","117","397","141","1230","375","922","344","139","136","0","18","16","27","75","108","48","57","0","18","0","18","0","18","0","18","0","18","98","103","58","91","22","34","0","18","18","31","0","18","0","18","0","18","0","18","0","18","706","223","0","18","100","66","458","203","148","116",
"1400000US39049006386","Census Tract 63.86; Franklin County; Ohio","2974","417","327","261","1044","255","1369","311","234","128","2161","332","11","18","820","237","1124","265","206","113","109","81","0","18","63","67","23","35","23","31","0","18","0","18","0","18","0","18","0","18","22","28","0","18","22","28","0","18","0","18","85","99","68","94","17","29","0","18","0","18","597","252","248","208","122","103","222","123","5","8",
"1400000US39049006387","Census Tract 63.87; Franklin County; Ohio","2887","397","19","30","775","309","1711","392","382","172","2070","375","0","18","448","175","1377","376","245","130","142","116","0","18","26","31","53","54","63","97","0","18","0","18","0","18","0","18","0","18","39","44","0","18","21","34","18","28","0","18","0","18","0","18","0","18","0","18","0","18","636","278","19","30","280","208","263","157","74","65",
"1400000US39049006391","Census Tract 63.91; Franklin County; Ohio","2667","414","0","18","111","63","1220","245","1336","438","1969","409","0","18","87","57","832","200","1050","410","34","40","0","18","0","18","25","39","9","12","13","15","0","18","0","18","0","18","13","15","15","24","0","18","0","18","15","24","0","18","0","18","0","18","0","18","0","18","0","18","636","178","0","18","24","27","348","131","264","116",
"1400000US39049006392","Census Tract 63.92; Franklin County; Ohio","2192","243","0","13","157","68","1253","215","782","273","1370","173","0","13","112","54","714","154","544","165","59","46","0","13","0","13","41","42","18","20","13","24","0","13","0","13","13","24","0","13","0","13","0","13","0","13","0","13","0","13","24","25","0","13","0","13","24","25","0","13","726","197","0","13","45","42","461","155","220","167",
"1400000US39049006393","Census Tract 63.93; Franklin County; Ohio","2951","392","0","18","485","180","1811","331","655","259","1956","277","0","18","355","154","1217","249","384","155","205","96","0","18","56","42","55","48","94","81","0","18","0","18","0","18","0","18","0","18","11","17","0","18","11","17","0","18","0","18","49","46","0","18","13","16","36","44","0","18","730","242","0","18","50","42","503","186","177","132",
"1400000US39049006394","Census Tract 63.94; Franklin County; Ohio","1664","423","0","13","168","79","1135","399","361","194","1296","400","0","13","103","58","872","380","321","192","52","53","0","13","0","13","33","44","19","28","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","316","92","0","13","65","53","230","76","21","29",
"1400000US39049006395","Census Tract 63.95; Franklin County; Ohio","2556","438","0","13","928","345","1071","331","557","213","1854","452","0","13","813","343","645","221","396","187","186","96","0","13","23","35","140","83","23","33","42","38","0","13","11","17","16","26","15","23","0","13","0","13","0","13","0","13","0","13","145","208","0","13","0","13","145","208","0","13","329","156","0","13","81","57","125","121","123","86",
"1400000US39049006396","Census Tract 63.96; Franklin County; Ohio","3122","444","211","166","1222","277","973","311","716","373","2183","441","156","167","862","225","713","232","452","282","242","221","14","22","73","89","31","35","124","167","70","65","41","62","29","35","0","18","0","18","38","43","0","18","12","19","26","39","0","18","24","28","0","18","10","18","14","23","0","18","565","232","0","18","236","122","189","177","140","116",
"1400000US39049006397","Census Tract 63.97; Franklin County; Ohio","3763","579","226","211","961","264","1483","377","1093","594","2706","673","159","185","551","243","974","340","1022","577","418","430","44","73","83","107","291","403","0","18","45","58","11","18","34","55","0","18","0","18","12","20","12","20","0","18","0","18","0","18","41","42","0","18","18","27","0","18","23","35","541","183","0","18","275","153","218","131","48","54",
"1400000US39049006398","Census Tract 63.98; Franklin County; Ohio","1825","317","0","13","248","194","1078","242","499","179","1353","322","0","13","152","173","814","213","387","177","81","75","0","13","47","67","0","13","34","31","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","391","174","0","13","49","44","264","148","78","65",
"1400000US39049006410","Census Tract 64.10; Franklin County; Ohio","1536","255","0","13","208","77","841","207","487","225","1000","259","0","13","158","66","443","181","399","218","66","66","0","13","13","20","45","57","8","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","100","116","0","13","8","13","92","115","0","13","370","113","0","13","29","38","261","105","80","46",
"1400000US39049006430","Census Tract 64.30; Franklin County; Ohio","2361","369","78","107","404","152","1345","201","534","314","1585","263","34","48","259","108","973","197","319","184","127","127","0","13","5","8","45","31","77","116","0","13","0","13","0","13","0","13","0","13","26","25","0","13","0","13","26","25","0","13","44","60","44","60","0","13","0","13","0","13","579","198","0","13","140","123","301","99","138","122",
"1400000US39049006500","Census Tract 65; Franklin County; Ohio","1625","138","11","14","204","68","1013","172","397","121","1056","161","4","8","110","63","667","167","275","85","64","47","0","13","6","11","42","39","16","17","7","12","7","12","0","13","0","13","0","13","27","32","0","13","0","13","17","23","10","15","37","33","0","13","0","13","37","33","0","13","434","139","0","13","88","64","250","102","96","65",
"1400000US39049006600","Census Tract 66; Franklin County; Ohio","2150","252","0","13","181","92","1408","218","561","189","1566","206","0","13","140","81","969","162","457","168","81","61","0","13","7","12","69","60","5","10","8","13","0","13","0","13","8","13","0","13","35","39","0","13","0","13","35","39","0","13","22","26","0","13","0","13","22","26","0","13","438","129","0","13","34","41","305","112","99","60",
"1400000US39049006710","Census Tract 67.10; Franklin County; Ohio","1338","222","10","17","201","96","876","205","251","124","1129","223","0","13","182","92","760","200","187","109","30","38","10","17","0","13","20","35","0","13","0","13","0","13","0","13","0","13","0","13","30","36","0","13","0","13","18","30","12","18","0","13","0","13","0","13","0","13","0","13","149","73","0","13","19","18","78","54","52","47",
