"GEO_ID","NAME","B08141_001E","B08141_001M","B08141_002E","B08141_002M","B08141_003E","B08141_003M","B08141_004E","B08141_004M","B08141_005E","B08141_005M","B08141_006E","B08141_006M","B08141_007E","B08141_007M","B08141_008E","B08141_008M","B08141_009E","B08141_009M","B08141_010E","B08141_010M","B08141_011E","B08141_011M","B08141_012E","B08141_012M","B08141_013E","B08141_013M","B08141_014E","B08141_014M","B08141_015E","B08141_015M","B08141_016E","B08141_016M","B08141_017E","B08141_017M","B08141_018E","B08141_018M","B08141_019E","B08141_019M","B08141_020E","B08141_020M","B08141_021E","B08141_021M","B08141_022E","B08141_022M","B08141_023E","B08141_023M","B08141_024E","B08141_024M","B08141_025E","B08141_025M","B08141_026E","B08141_026M","B08141_027E","B08141_027M","B08141_028E","B08141_028M","B08141_029E","B08141_029M","B08141_030E","B08141_030M","B08141_031E","B08141_031M","B08141_032E","B08141_032M","B08141_033E","B08141_033M","B08141_034E","B08141_034M","B08141_035E","B08141_035M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 or more vehicles available","Margin of Error!!Total:!!3 or more vehicles available","Estimate!!Total:!!Car, truck, or van - drove alone:","Margin of Error!!Total:!!Car, truck, or van - drove alone:","Estimate!!Total:!!Car, truck, or van - drove alone:!!No vehicle available","Margin of Error!!Total:!!Car, truck, or van - drove alone:!!No vehicle available","Estimate!!Total:!!Car, truck, or van - drove alone:!!1 vehicle available","Margin of Error!!Total:!!Car, truck, or van - drove alone:!!1 vehicle available","Estimate!!Total:!!Car, truck, or van - drove alone:!!2 vehicles available","Margin of Error!!Total:!!Car, truck, or van - drove alone:!!2 vehicles available","Estimate!!Total:!!Car, truck, or van - drove alone:!!3 or more vehicles available","Margin of Error!!Total:!!Car, truck, or van - drove alone:!!3 or more vehicles available","Estimate!!Total:!!Car, truck, or van - carpooled:","Margin of Error!!Total:!!Car, truck, or van - carpooled:","Estimate!!Total:!!Car, truck, or van - carpooled:!!No vehicle available","Margin of Error!!Total:!!Car, truck, or van - carpooled:!!No vehicle available","Estimate!!Total:!!Car, truck, or van - carpooled:!!1 vehicle available","Margin of Error!!Total:!!Car, truck, or van - carpooled:!!1 vehicle available","Estimate!!Total:!!Car, truck, or van - carpooled:!!2 vehicles available","Margin of Error!!Total:!!Car, truck, or van - carpooled:!!2 vehicles available","Estimate!!Total:!!Car, truck, or van - carpooled:!!3 or more vehicles available","Margin of Error!!Total:!!Car, truck, or van - carpooled:!!3 or more vehicles available","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!No vehicle available","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!No vehicle available","Estimate!!Total:!!Public transportation (excluding taxicab):!!1 vehicle available","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!1 vehicle available","Estimate!!Total:!!Public transportation (excluding taxicab):!!2 vehicles available","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!2 vehicles available","Estimate!!Total:!!Public transportation (excluding taxicab):!!3 or more vehicles available","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!3 or more vehicles available","Estimate!!Total:!!Walked:","Margin of Error!!Total:!!Walked:","Estimate!!Total:!!Walked:!!No vehicle available","Margin of Error!!Total:!!Walked:!!No vehicle available","Estimate!!Total:!!Walked:!!1 vehicle available","Margin of Error!!Total:!!Walked:!!1 vehicle available","Estimate!!Total:!!Walked:!!2 vehicles available","Margin of Error!!Total:!!Walked:!!2 vehicles available","Estimate!!Total:!!Walked:!!3 or more vehicles available","Margin of Error!!Total:!!Walked:!!3 or more vehicles available","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:","Margin of Error!!Total:!!Taxicab, motorcycle, bicycle, or other means:","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!No vehicle available","Margin of Error!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!No vehicle available","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!1 vehicle available","Margin of Error!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!1 vehicle available","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!2 vehicles available","Margin of Error!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!2 vehicles available","Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!3 or more vehicles available","Margin of Error!!Total:!!Taxicab, motorcycle, bicycle, or other means:!!3 or more vehicles available","Estimate!!Total:!!Worked from home:","Margin of Error!!Total:!!Worked from home:","Estimate!!Total:!!Worked from home:!!No vehicle available","Margin of Error!!Total:!!Worked from home:!!No vehicle available","Estimate!!Total:!!Worked from home:!!1 vehicle available","Margin of Error!!Total:!!Worked from home:!!1 vehicle available","Estimate!!Total:!!Worked from home:!!2 vehicles available","Margin of Error!!Total:!!Worked from home:!!2 vehicles available","Estimate!!Total:!!Worked from home:!!3 or more vehicles available","Margin of Error!!Total:!!Worked from home:!!3 or more vehicles available",
"1400000US39049000820","Census Tract 8.20; Franklin County; Ohio","2085","446","73","73","439","191","940","338","633","376","1342","401","0","13","206","102","633","270","503","308","201","156","14","24","123","151","33","45","31","37","126","91","45","56","0","13","28","35","53","65","6","12","0","13","0","13","6","12","0","13","31","40","0","13","20","35","11","18","0","13","379","167","14","23","90","66","229","135","46","51",
"1400000US39049000910","Census Tract 9.10; Franklin County; Ohio","1048","342","109","111","343","152","268","150","328","248","739","272","18","29","250","137","174","106","297","222","90","69","26","35","6","12","27","33","31","47","66","89","65","90","0","13","1","15","0","13","22","36","0","13","22","36","0","13","0","13","0","13","0","13","0","13","0","13","0","13","131","98","0","13","65","55","66","82","0","13",
"1400000US39049000920","Census Tract 9.20; Franklin County; Ohio","708","174","24","25","153","71","145","85","386","162","456","139","5","8","118","73","132","77","201","106","117","94","13","22","0","13","13","22","91","81","12","15","6","10","6","11","0","13","0","13","0","13","0","13","0","13","0","13","0","13","29","31","0","13","29","31","0","13","0","13","94","76","0","13","0","13","0","13","94","76",
"1400000US39049001000","Census Tract 10; Franklin County; Ohio","3281","685","157","139","835","232","1100","607","1189","357","1941","510","61","69","420","180","739","429","721","251","331","190","0","13","140","147","94","113","97","91","336","249","58","71","81","67","150","209","47","40","438","208","38","59","88","74","51","41","261","181","56","60","0","13","31","51","0","13","25","34","179","111","0","13","75","71","66","71","38","47",
"1400000US39049001110","Census Tract 11.10; Franklin County; Ohio","1449","337","113","83","454","138","270","122","612","283","983","303","0","13","254","116","201","106","528","265","21","23","0","13","0","13","0","13","21","23","37","33","24","26","13","21","0","13","0","13","252","110","77","77","75","48","44","34","56","48","63","43","0","13","41","34","15","23","7","11","93","59","12","18","71","53","10","15","0","13",
"1400000US39049001121","Census Tract 11.21; Franklin County; Ohio","97","113","0","20","13","19","7","11","77","110","35","42","0","20","12","19","0","20","23","37","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","25","24","0","20","1","2","3","5","21","24","0","20","0","20","0","20","0","20","0","20","37","56","0","20","0","20","4","6","33","55",
"1400000US39049001122","Census Tract 11.22; Franklin County; Ohio","497","154","21","17","237","106","101","53","138","104","302","121","0","13","181","102","89","50","32","41","12","13","6","9","6","9","0","13","0","13","77","52","0","13","20","20","7","8","50","47","55","58","11","12","6","9","0","13","38","57","22","29","4","8","0","13","0","13","18","28","29","22","0","13","24","19","5","8","0","13",
"1400000US39049001200","Census Tract 12; Franklin County; Ohio","1905","337","216","153","410","156","450","173","829","302","1069","245","119","129","141","75","287","143","522","202","97","108","49","55","0","13","0","13","48","73","66","64","3","5","8","13","0","13","55","62","348","118","24","29","122","96","79","56","123","66","43","35","21","34","0","13","9","13","13","16","282","124","0","13","139","113","75","55","68","47",
"1400000US39049001301","Census Tract 13.01; Franklin County; Ohio","1901","390","86","71","472","181","392","211","951","418","1215","382","0","13","274","128","212","143","729","370","149","87","66","66","68","63","0","13","15","27","6","9","0","13","6","9","0","13","0","13","175","95","20","24","12","19","68","64","75","67","36","52","0","13","27","49","9","15","0","13","320","166","0","13","85","87","103","142","132","103",
"1400000US39049001302","Census Tract 13.02; Franklin County; Ohio","893","354","245","207","185","93","284","250","179","108","484","301","50","68","71","49","237","244","126","84","53","50","21","25","32","43","0","13","0","13","70","63","65","63","5","10","0","13","0","13","233","124","99","107","45","49","36","32","53","57","10","22","10","22","0","13","0","13","0","13","43","30","0","13","32","31","11","17","0","13",
"1400000US39049001400","Census Tract 14; Franklin County; Ohio","507","144","48","50","269","73","157","121","33","47","318","140","5","8","163","68","150","119","0","13","73","57","0","13","33","38","7","10","33","47","33","39","25","36","8","11","0","13","0","13","42","40","18","27","24","31","0","13","0","13","0","13","0","13","0","13","0","13","0","13","41","38","0","13","41","38","0","13","0","13",
"1400000US39049001500","Census Tract 15; Franklin County; Ohio","526","124","48","43","251","105","57","46","170","102","257","134","0","13","120","67","37","38","100","93","94","68","0","13","45","42","7","12","42","48","35","44","19","28","16","23","0","13","0","13","29","32","16","24","0","13","13","22","0","13","0","13","0","13","0","13","0","13","0","13","111","69","13","16","70","61","0","13","28","32",
"1400000US39049001600","Census Tract 16; Franklin County; Ohio","1448","215","168","105","515","135","497","131","268","125","942","167","0","13","295","87","406","124","241","115","62","45","0","13","29","36","6","9","27","30","108","79","82","73","26","32","0","13","0","13","132","84","76","71","51","47","5","8","0","13","41","31","0","13","15","16","26","25","0","13","163","74","10","15","99","66","54","37","0","13",
"1400000US39049001700","Census Tract 17; Franklin County; Ohio","1892","447","146","105","562","180","747","195","437","356","983","388","5","8","324","112","353","134","301","339","130","92","13","21","19","30","90","82","8","13","137","89","52","55","32","52","15","26","38","36","207","107","68","63","84","61","30","24","25","28","66","59","0","13","21","32","45","48","0","13","369","174","8","14","82","67","214","129","65","68",
"1400000US39049001810","Census Tract 18.10; Franklin County; Ohio","1661","366","357","107","607","164","328","165","369","275","658","260","24","27","228","87","140","86","266","244","66","53","16","27","34","37","16","25","0","13","84","71","56","64","28","32","0","13","0","13","492","164","152","81","197","98","111","95","32","29","85","61","48","49","19","21","18","30","0","13","276","146","61","45","101","62","43","43","71","100",
"1400000US39049001820","Census Tract 18.20; Franklin County; Ohio","1748","248","153","140","479","130","774","178","342","180","931","215","0","13","299","114","422","142","210","146","42","55","0","13","0","13","0","13","42","55","30","38","0","13","24","38","6","9","0","13","91","70","10","17","11","17","59","52","11","17","92","93","50","80","8","13","0","13","34","49","562","206","93","111","137","104","287","119","45","36",
"1400000US39049001901","Census Tract 19.01; Franklin County; Ohio","2709","272","12","19","1263","330","1299","297","135","84","1959","266","0","13","863","230","1007","270","89","87","31","45","0","13","0","13","31","45","0","13","58","58","12","19","0","13","0","13","46","55","67","42","0","13","38","34","29","25","0","13","39","34","0","13","30","30","9","15","0","13","555","175","0","13","332","175","223","90","0","13",
"1400000US39049001902","Census Tract 19.02; Franklin County; Ohio","3577","490","317","170","1559","379","1606","443","95","91","2435","461","86","84","918","237","1336","432","95","91","108","87","32","53","29","36","47","59","0","13","69","67","67","67","0","13","2","4","0","13","220","167","61","60","120","151","39","42","0","13","41","40","27","43","14","22","0","13","0","13","704","275","44","53","478","268","182","117","0","13",
"1400000US39049002000","Census Tract 20; Franklin County; Ohio","2346","290","29","25","685","218","1355","211","277","130","1504","229","0","13","352","90","971","212","181","96","91","60","11","16","45","47","35","31","0","13","33","28","0","13","25","25","0","13","8","11","80","41","6","11","36","26","27","26","11","17","71","69","0","13","21","34","15","22","35","55","567","215","12","19","206","170","307","123","42","40",
"1400000US39049002100","Census Tract 21; Franklin County; Ohio","1873","250","66","46","1025","196","599","177","183","135","1070","203","12","19","610","135","308","128","140","121","71","66","0","13","46","41","0","13","25","51","43","58","6","10","37","57","0","13","0","13","158","96","34","31","88","85","36","33","0","13","29","31","14","23","0","13","15","21","0","13","502","166","0","13","244","103","240","141","18","24",
"1400000US39049002200","Census Tract 22; Franklin County; Ohio","3023","620","130","98","1512","251","1277","610","104","103","1964","416","15","23","1059","220","786","382","104","103","35","39","26","36","0","13","9","15","0","13","64","43","19","31","27","25","18","28","0","13","149","139","47","52","89","132","13","24","0","13","19","24","0","13","7","13","12","20","0","13","792","297","23","35","330","142","439","269","0","13",
"1400000US39049002300","Census Tract 23; Franklin County; Ohio","794","176","48","42","241","79","306","155","199","96","607","147","33","33","150","68","246","121","178","80","38","37","0","13","38","37","0","13","0","13","11","20","0","13","11","20","0","13","0","13","6","9","6","9","0","13","0","13","0","13","28","28","0","13","0","13","7","15","21","23","104","59","9","14","42","39","53","55","0","13",
"1400000US39049002510","Census Tract 25.10; Franklin County; Ohio","1034","268","29","33","349","162","465","235","191","143","723","243","0","13","235","146","391","203","97","81","134","85","0","13","66","72","21","31","47","53","37","33","0","13","16","16","0","13","21","29","0","13","0","13","0","13","0","13","0","13","15","26","15","26","0","13","0","13","0","13","125","78","14","22","32","41","53","50","26","44",
"1400000US39049002520","Census Tract 25.20; Franklin County; Ohio","1493","286","77","64","588","162","618","263","210","143","961","235","28","30","388","148","467","208","78","58","81","64","28","45","23","35","15","20","15","22","31","34","0","13","12","19","0","13","19","27","15","25","0","13","0","13","0","13","15","25","32","38","21","35","0","13","11","17","0","13","373","173","0","13","165","89","125","100","83","95",
"1400000US39049002600","Census Tract 26; Franklin County; Ohio","1812","501","61","79","594","189","398","210","759","482","1165","422","0","13","348","141","306","179","511","397","291","237","0","13","111","161","10","16","170","165","112","91","61","79","26","43","25","40","0","13","6","11","0","13","0","13","0","13","6","11","17","28","0","13","0","13","17","28","0","13","221","135","0","13","109","83","40","40","72","110",
"1400000US39049002710","Census Tract 27.10; Franklin County; Ohio","1358","281","62","42","630","129","444","244","222","152","1100","257","0","13","547","113","346","205","207","144","122","119","18","19","12","20","77","111","15","23","26","32","0","13","16","26","10","17","0","13","4","7","4","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","106","47","40","37","55","33","11","15","0","13",
"1400000US39049002730","Census Tract 27.30; Franklin County; Ohio","964","192","80","54","623","160","206","132","55","59","618","163","13","23","433","154","139","94","33","36","89","76","0","13","62","70","27","29","0","13","58","44","9","11","49","43","0","13","0","13","14","18","3","6","0","13","11","17","0","13","37","53","8","15","0","13","29","45","0","13","148","69","47","45","79","49","0","13","22","28",
"1400000US39049002740","Census Tract 27.40; Franklin County; Ohio","1155","207","23","38","93","45","819","209","220","105","852","184","23","38","78","43","610","165","141","106","84","84","0","13","0","13","84","84","0","13","7","12","0","13","0","13","7","12","0","13","12","21","0","13","0","13","0","13","12","21","15","17","0","13","0","13","7","11","8","13","185","82","0","13","15","16","111","74","59","51",
"1400000US39049002750","Census Tract 27.50; Franklin County; Ohio","933","134","143","95","442","105","211","116","137","105","548","147","36","42","275","102","130","83","107","100","42","46","0","13","42","46","0","13","0","13","70","61","53","52","17","29","0","13","0","13","31","32","10","15","21","25","0","13","0","13","58","58","32","39","26","41","0","13","0","13","184","92","12","23","61","37","81","61","30","46",
"1400000US39049002760","Census Tract 27.60; Franklin County; Ohio","1788","413","61","51","610","191","749","291","368","347","1326","316","24","36","471","168","549","222","282","258","70","63","15","26","52","58","0","13","3","7","73","77","22","24","0","13","51","75","0","13","27","44","0","13","20","39","7","14","0","13","52","60","0","13","11","18","36","56","5","9","240","117","0","13","56","53","106","91","78","87",
"1400000US39049002770","Census Tract 27.70; Franklin County; Ohio","919","234","54","59","429","165","392","189","44","47","598","149","6","11","284","104","275","127","33","38","95","64","31","47","29","37","35","36","0","13","101","77","17","25","59","61","25","39","0","13","0","13","0","13","0","13","0","13","0","13","6","9","0","13","0","13","6","9","0","13","119","103","0","13","57","74","51","72","11","16",
"1400000US39049002780","Census Tract 27.80; Franklin County; Ohio","1145","234","0","13","179","83","666","197","300","178","652","179","0","13","136","80","303","102","213","161","125","105","0","13","0","13","87","62","38","62","9","14","0","13","0","13","9","14","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","359","153","0","13","43","36","267","149","49","43",
"1400000US39049002800","Census Tract 28; Franklin County; Ohio","1269","319","32","38","730","281","344","153","163","175","857","273","19","31","402","192","273","142","163","175","68","67","0","13","68","67","0","13","0","13","172","115","13","22","145","108","14","21","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","172","145","0","13","115","139","57","42","0","13",
"1400000US39049002900","Census Tract 29; Franklin County; Ohio","764","301","259","243","373","157","64","61","68","80","291","137","76","80","137","94","18","24","60","80","114","112","0","13","89","104","17","25","8","15","102","86","24","30","58","77","20","37","0","13","0","13","0","13","0","13","0","13","0","13","139","154","139","154","0","13","0","13","0","13","118","100","20","26","89","92","9","29","0","13",
"1400000US39049003000","Census Tract 30; Franklin County; Ohio","2412","309","106","71","1219","251","930","262","157","187","1487","317","42","50","717","203","622","191","106","169","55","56","0","13","41","51","14","23","0","13","0","13","0","13","0","13","0","13","0","13","240","121","29","33","119","75","92","90","0","13","32","36","17","26","15","24","0","13","0","13","598","185","18","29","327","137","202","115","51","83",
