"GEO_ID","NAME","P1_001N",
"Geography","Geographic Area Name"," !!Total",
"1400000US39049006944","Census Tract 69.44; Franklin County; Ohio","4332",
"1400000US39049006945","Census Tract 69.45; Franklin County; Ohio","6102",
"1400000US39049006950","Census Tract 69.50; Franklin County; Ohio","2797",
"1400000US39049006991","Census Tract 69.91; Franklin County; Ohio","4576",
"1400000US39049006992","Census Tract 69.92; Franklin County; Ohio","4443",
"1400000US39049007010","Census Tract 70.10; Franklin County; Ohio","3995",
"1400000US39049007020","Census Tract 70.20; Franklin County; Ohio","6547",
"1400000US39049007041","Census Tract 70.41; Franklin County; Ohio","2744",
"1400000US39049007043","Census Tract 70.43; Franklin County; Ohio","5558",
"1400000US39049007044","Census Tract 70.44; Franklin County; Ohio","5888",
"1400000US39049007047","Census Tract 70.47; Franklin County; Ohio","3760",
"1400000US39049007048","Census Tract 70.48; Franklin County; Ohio","6388",
"1400000US39049007101","Census Tract 71.01; Franklin County; Ohio","3239",
"1400000US39049007102","Census Tract 71.02; Franklin County; Ohio","3392",
"1400000US39049007103","Census Tract 71.03; Franklin County; Ohio","3286",
"1400000US39049007112","Census Tract 71.12; Franklin County; Ohio","6625",
"1400000US39049007113","Census Tract 71.13; Franklin County; Ohio","5194",
"1400000US39049007114","Census Tract 71.14; Franklin County; Ohio","5130",
"1400000US39049007115","Census Tract 71.15; Franklin County; Ohio","6053",
"1400000US39049007120","Census Tract 71.20; Franklin County; Ohio","5451",
"1400000US39049007193","Census Tract 71.93; Franklin County; Ohio","6563",
"1400000US39049007198","Census Tract 71.98; Franklin County; Ohio","2875",
"1400000US39049007199","Census Tract 71.99; Franklin County; Ohio","6263",
"1400000US39049007202","Census Tract 72.02; Franklin County; Ohio","3645",
"1400000US39049007205","Census Tract 72.05; Franklin County; Ohio","6540",
"1400000US39049007209","Census Tract 72.09; Franklin County; Ohio","9770",
"1400000US39049007211","Census Tract 72.11; Franklin County; Ohio","4549",
"1400000US39049007212","Census Tract 72.12; Franklin County; Ohio","5388",
"1400000US39049007213","Census Tract 72.13; Franklin County; Ohio","5398",
"1400000US39049007214","Census Tract 72.14; Franklin County; Ohio","3877",
"1400000US39049007215","Census Tract 72.15; Franklin County; Ohio","5550",
"1400000US39049007301","Census Tract 73.01; Franklin County; Ohio","5986",
"1400000US39049007302","Census Tract 73.02; Franklin County; Ohio","4862",
"1400000US39049007303","Census Tract 73.03; Franklin County; Ohio","6632",
"1400000US39049007305","Census Tract 73.05; Franklin County; Ohio","4480",
"1400000US39049007306","Census Tract 73.06; Franklin County; Ohio","4526",
"1400000US39049007394","Census Tract 73.94; Franklin County; Ohio","3499",
"1400000US39049007397","Census Tract 73.97; Franklin County; Ohio","3537",
"1400000US39049007398","Census Tract 73.98; Franklin County; Ohio","8249",
"1400000US39049007424","Census Tract 74.24; Franklin County; Ohio","6240",
"1400000US39049007425","Census Tract 74.25; Franklin County; Ohio","2712",
"1400000US39049007426","Census Tract 74.26; Franklin County; Ohio","3357",
"1400000US39049007427","Census Tract 74.27; Franklin County; Ohio","6714",
"1400000US39049007492","Census Tract 74.92; Franklin County; Ohio","6421",
"1400000US39049007494","Census Tract 74.94; Franklin County; Ohio","4404",
"1400000US39049007511","Census Tract 75.11; Franklin County; Ohio","1872",
"1400000US39049007512","Census Tract 75.12; Franklin County; Ohio","4295",
"1400000US39049007520","Census Tract 75.20; Franklin County; Ohio","3242",
"1400000US39049007531","Census Tract 75.31; Franklin County; Ohio","3065",
"1400000US39049007532","Census Tract 75.32; Franklin County; Ohio","2633",
"1400000US39049007533","Census Tract 75.33; Franklin County; Ohio","1933",
"1400000US39049007534","Census Tract 75.34; Franklin County; Ohio","3884",
"1400000US39049007550","Census Tract 75.50; Franklin County; Ohio","2983",
"1400000US39049007552","Census Tract 75.52; Franklin County; Ohio","3998",
"1400000US39049007553","Census Tract 75.53; Franklin County; Ohio","5731",
"1400000US39049007710","Census Tract 77.10; Franklin County; Ohio","4629",
"1400000US39049007721","Census Tract 77.21; Franklin County; Ohio","6485",
